#JD1 JD2 X1 Y1 Z1 X2 Y2 Z2 X3 Y3 Z3
3095
2458735.78 147.00  119288993.025  -88124739.611   -1554873.284  122076642.128  -88325394.002    2560086.978  122588910.458  -84491453.951    -593535.146
2458736.78 148.00  120784011.589  -86004901.503   -1588028.969  123538171.595  -86232069.529    2548564.039  124043511.662  -82356157.011    -553588.496
2458737.78 149.00  122242331.013  -83858930.979   -1620702.129  124963926.545  -84113773.078    2536303.014  125460885.315  -80196142.664    -513475.705
2458738.78 150.00  123663482.811  -81687462.646   -1652882.500  126353478.295  -81971107.424    2523307.133  126840612.341  -78012063.189    -473208.840
2458739.78 151.00  125047009.440  -79491139.917   -1684559.955  127706408.017  -79804682.764    2509579.838  128182285.216  -75804577.937    -432800.008
2458740.78 152.00  126392464.476  -77270614.825   -1715724.514  129022306.873  -77615116.560    2495124.779  129485508.086  -73574353.124    -392261.356
2458741.78 153.00  127699412.792  -75026547.828   -1746366.342  130300776.137  -75403033.392    2479945.817  130749896.882  -71322061.619    -351605.067
2458742.78 154.00  128967430.727  -72759607.621   -1776475.754  131541427.328  -73169064.800    2464047.021  131975079.429  -69048382.735    -310843.353
2458743.78 155.00  130196106.261  -70470470.929   -1806043.219  132743882.328  -70913849.125    2447432.668  133160695.553  -66754002.013    -269988.454
2458744.78 156.00  131385039.177  -68159822.309   -1835059.367  133907773.510  -68638031.350    2430107.243  134306397.185  -64439611.003    -229052.636
2458745.78 157.00  132533841.226  -65828353.939   -1863514.984  135032743.856  -66342262.939    2412075.438  135411848.457  -62105907.052    -188048.182
2458746.78 158.00  133642136.282  -63476765.410   -1891401.024  136118447.073  -64027201.668    2393342.147  136476725.796  -59753593.080    -146987.393
2458747.78 159.00  134709560.504  -61105763.510   -1918708.609  137164547.713  -61693511.462    2373912.474  137500718.017  -57383377.363    -105882.581
2458748.78 160.00  135735762.477  -58716062.006   -1945429.031  138170721.284  -59341862.224    2353791.724  138483526.406  -54995973.311     -64746.068
2458749.78 161.00  136720403.369  -56308381.423   -1971553.757  139136654.363  -56972929.665    2332985.403  139424864.804  -52592099.243     -23590.179
2458750.78 162.00  137663157.069  -53883448.817   -1997074.433  140062044.702  -54587395.126    2311499.222  140324459.685  -50172478.163      17572.759
2458751.78 163.00  138563710.326  -51441997.548   -2021982.884  140946601.339  -52185945.408    2289339.090  141182050.228  -47737837.537      58730.423
2458752.78 164.00  139421762.887  -48984767.043   -2046271.123  141790044.698  -49769272.590    2266511.117  141997388.389  -45288909.062      99870.494
2458753.78 165.00  140237027.624  -46512502.566   -2069931.347  142592106.694  -47338073.848    2243021.610  142770238.966  -42826428.444     140980.667
2458754.78 166.00  141009230.662  -44025954.976   -2092955.946  143352530.830  -44893051.277    2218877.071  143500379.658  -40351135.163     182048.647
2458755.78 167.00  141738111.499  -41525880.486   -2115337.502  144071072.294  -42434911.702    2194084.201  144187601.126  -37863772.251     223062.162
2458756.78 168.00  142423423.122  -39013040.417   -2137068.793  144747498.052  -39964366.493    2168649.891  144831707.042  -35365086.056     264008.957
2458757.78 169.00  143064932.124  -36488200.952   -2158142.798  145381586.943  -37482131.377    2142581.227  145432514.143  -32855826.016     304876.804
2458758.78 170.00  143662418.806  -33952132.881   -2178552.697  145973129.761  -34988926.247    2115885.484  145989852.268  -30336744.424     345653.505
2458759.78 171.00  144215677.279  -31405611.355   -2198291.876  146521929.348  -32485474.970    2088570.128  146503564.408  -27808596.198     386326.895
2458760.78 172.00  144724515.568  -28849415.621   -2217353.927  147027800.669  -29972505.191    2060642.810  146973506.734  -25272138.649     426884.842
2458761.78 173.00  145188755.696  -26284328.769   -2235732.653  147490570.900  -27450748.136    2032111.370  147399548.634  -22728131.251     467315.259
2458762.78 174.00  145608233.778  -23711137.468   -2253422.068  147910079.499  -24920938.417    2002983.828  147781572.740  -20177335.401     507606.099
2458763.78 175.00  145982800.099  -21130631.705   -2270416.405  148286178.282  -22383813.827    1973268.389  148119474.951  -17620514.194     547745.364
2458764.78 176.00  146312319.192  -18543604.516   -2286710.110  148618731.494  -19840115.140    1942973.438  148413164.452  -15058432.184     587721.106
2458765.78 177.00  146596669.909  -15950851.723   -2302297.851  148907615.876  -17290585.910    1912107.537  148662563.731  -12491855.157     627521.433
2458766.78 178.00  146835745.489  -13353171.660   -2317174.518  149152720.733  -14735972.260    1880679.425  148867608.590   -9921549.891     667134.509
2458767.78 179.00  147029453.616  -10751364.904   -2331335.224  149353947.990  -12177022.680    1848698.015  149028248.153   -7348283.931     706548.563
2458768.78 180.00  147177716.476   -8146233.999   -2344775.309  149511212.255   -9614487.812    1816172.392  149144444.867   -4772825.348     745751.884
2458769.78 181.00  147280470.805   -5538583.182   -2357490.340  149624440.872   -7049120.244    1783111.810  149216174.501   -2195942.510     784732.835
2458770.78 182.00  147337667.933   -2929218.111   -2369476.116  149693573.973   -4481674.295    1749525.693  149243426.144     381596.146     823479.846
2458771.78 183.00  147349273.824    -318945.582   -2380728.666  149718564.524   -1912905.806    1715423.626  149226202.193    2959022.353     861981.427
2458772.78 184.00  147315269.107    2291426.750   -2391244.252  149699378.375     656428.084    1680815.362  149164518.340    5535568.240     900226.165
2458773.78 185.00  147235649.102    4901090.646   -2401019.373  149635994.297    3225569.146    1645710.810  149058403.556    8110466.566     938202.727
2458774.78 186.00  147110423.842    7509237.568   -2410050.763  149528404.020    5793758.284    1610120.038  148907900.068   10682950.946     975899.869
2458775.78 187.00  146939618.087   10115058.959   -2418335.395  149376612.270    8360235.753    1574053.272  148713063.335   13252256.083    1013306.434
2458776.78 188.00  146723271.336   12717746.525   -2425870.481  149180636.796   10924241.379    1537520.888  148473962.018   15817618.000    1050411.358
2458777.78 189.00  146461437.825   15316492.523   -2432653.474  148940508.401   13485014.784    1500533.412  148190677.949   18378274.260    1087203.670
2458778.78 190.00  146154186.531   17910490.035   -2438682.068  148656270.961   16041795.605    1463101.519  147863306.089   20933464.200    1123672.501
2458779.78 191.00  145801601.156   20498933.258   -2443954.200  148327981.447   18593823.721    1425236.026  147491954.490   23482429.154    1159807.082
2458780.78 192.00  145403780.120   23081017.788   -2448468.051  147955709.940   21140339.478    1386947.896  147076744.253   26024412.675    1195596.747
2458781.78 193.00  144960836.534   25655940.897   -2452222.048  147539539.644   23680583.912    1348248.227  146617809.472   28558660.765    1231030.941
2458782.78 194.00  144472898.177   28222901.825   -2455214.862  147079566.889   26213798.983    1309148.254  146115297.188   31084422.093    1266099.219
2458783.78 195.00  143940107.463   30781102.056   -2457445.409  146575901.143   28739227.794    1269659.345  145569367.330   33600948.216    1300791.248
2458784.78 196.00  143362621.402   33329745.605   -2458912.855  146028665.005   31256114.829    1229792.998  144980192.655   36107493.803    1335096.813
2458785.78 197.00  142740611.555   35868039.298   -2459616.610  145437994.203   33763706.176    1189560.837  144347958.682   38603316.851    1369005.821
2458786.78 198.00  142074263.987   38395193.052   -2459556.334  144804037.589   36261249.760    1148974.611  143672863.628   41087678.903    1402508.299
2458787.78 199.00  141363779.204   40910420.159   -2458731.933  144126957.122   38747995.573    1108046.188  142955118.337   43559845.263    1435594.401
