############## LISACode v 1.4.5-16/06/2009 at 2009-07-04T14:40:09 ##############
############## Configuration : ConfigRefBase ##############
# # Time parameters (all in seconds) ;
# # Step in time (second) for simulate physics process (continuous) ;
#  Time : StepPhysic 0.5 ;
# # Step in time (second) for measurement the phasemeters (Numeric) ;
#  Time : StepMeasure 1 ;
# # Duration ;
#  TIME : Max 10000 ;
# # Precision in delays used by TDI ;
# # Time : DeltaTDIDelay 1e-6 ;
# # Display step ;
#  Time : StepDisplay 500 ;
# # Interpolation in TDI application ;
# Interpolation : LAG 20 ;
# 
# TDIDelayApprox : off ;
# 
# # Orbits and Geometry ;
# # Nominal armlenght ;
# Orbits : Armlength 5e9 ;
# # Start time for the orbits ;
# Orbits : StartTime 0.0 ;
# Orbits : InitialRotation 0.0 ;
# Orbits : Type LISACode ;
# Orbits : Approx Eccentric ;
# Orbits : Order 2 ;
# 
# # Detector parameters ; 
# # Laser power (in Watt) ;
# Detector : LaserPower 1 ;
# # Apply the filter in the phasemeter  ;
# Detector : PhaMetFilter On ;
# Detector : PhaMetFilterParameters : attenuation 180 oscillation 0.1 FactFmesForHighFreq 0.1 FactFmesForLowFreq 0.3 ;
# Detector : InternalPhasemeters IfNoises ;
# 
# # Record ASCII ;
#  Record : SignalSC 1 SC1.txt ASCII ;
# # Record : SignalSC 2 SC2.txt ASCII ;
# # Record : SignalSC 3 SC3.txt ASCII ;
#  Record : Delay Delay.txt ASCII ;
#  Record : Position Pos.txt ASCII ;
#  Record : TDI TDI.txt ASCII ;
# 
# # Record BINARY ;
# # Record : SignalSC 1 SC1.bin BINARY ;
#  Record : SignalSC 2 SC2.bin BINARY ;
#  Record : SignalSC 3 SC3.bin BINARY ;
# # Record : Delay Delay.bin BINARY ;
# # Record : Position Pos.bin BINARY ;
# # Record : TDI TDI.bin BINARY ;
# 
# 
# # Gravitationals waves ( Direction & Angle of polarisation : Beta  Lambda & Psi in degrees ) ;
# # Monochromatic GW ;
#  GW : Bet 27.0 , Lam 297.0 , Psi 229.0 : Mono : f 1e-4 , hp 1.0e-19 , hc 0.0 , Phi0hp 0.0 , Phi0hc 0.0 ;
# 
# # Binary source ( M1 & M2 in solar mass, orbital frequency in Hz, inclination in degrees, initial phase [0 , 2PI], distance in kpc) ;
#  GW : Bet 68.0 , Lam 135.0 , Psi 12.0  : Binary : M1 1.0e5 , M2 1.0e6 , forb 1.0e-3 , inc 42.0 , phi0 0 , r 1.0e5 ;
# 
# # Binary source compute in PN approximation ( M1 & M2 in solar mass, orbital frequency in Hz, inclination in degrees, initial phase [0 , 2PI], distance in kpc, type 1 for 1PN or 2 for PN, if type 2 omegao taud0 gw) ;
#  GW : Bet -56.0 , Lam 154.0 , Psi 32.0  : PostNewtonBinary : M1 1.0e6 , M2 1.0e6 , tcoal 9676800.0 , inc 90 , phase 1.2 , r 1e5 , type 2 , omega0 1.0 , taud0 10.0 , gw 1.0 ;
# 
# # Spinning black hole binary ;
# GW : Bet 37.68025039158266 , Lam 285.8612437864652 , Psi 0.0  : FastSpinBBH : M1 1465580.75942 , M2 868710.795073 , tcoal 31525128.7938 , phase 1.16933157672 , r 1000000.0 ,
#  S1 0.0770493004546 , S2 0.268523395273 , polS1 160.24533138914506 , polS2 130.59343637800927 , azS1 0.8027554175918619 , azS2 238.99790401516472 , polL 162.0742928004962 , azL 328.8864991548683 , PN 0.0 ;
# 
# # Stochastic source ;
# GW : Bet 11.715852394919027 , Lam 45.0 , Psi 0.0 : Stochastic : Slope -3 , Fmin 1.0e-5 , Fknee 0.1 , hp 1.6137533888e-25 ,  hc 1.6137533888e-25 ;
# 
# 
# # GW read in file ( file name) ;
# # GW : Bet 0.0 , Lam 0.0 , Psi 0.0 : File : GWAMCVn.txt ;
# 
# 
# # Noises ( Type[Laser, OpticalBench, InertialMass] , spacecraft number, Direction of external beam [0 for counterclockwise , 1 for clockwise] ;
#  Noise : Laser 1 0 : White 1.0e-13 ;
#  Noise : Laser 2 0 : White 1.0e-13 ;
#  Noise : Laser 3 0 : White 1.0e-13 ;
#  Noise : Laser 1 1 : White 1.0e-13 ;
#  Noise : Laser 2 1 : White 1.0e-13 ;
#  Noise : Laser 3 1 : White 1.0e-13 ;
#  Noise : Mass 1 0 : Filter_MLDC_IM 1.59e-24 1.e-4 ;
#  Noise : Mass 2 0 : Filter_MLDC_IM 1.59e-24 1.e-4 ;
#  Noise : Mass 3 0 : Filter_MLDC_IM 1.59e-24 1.e-4 ;
#  Noise : Mass 1 1 : Filter_MLDC_IM 1.59e-24 1.e-4 ;
#  Noise : Mass 2 1 : Filter_MLDC_IM 1.59e-24 1.e-4 ;
#  Noise : Mass 3 1 : Filter_MLDC_IM 1.59e-24 1.e-4 ;
# # Noise : Mass 1 0 : Filter_1of 1.59e-24 ;
# # Noise : Mass 2 0 : Filter_1of 1.59e-24 ;
# # Noise : Mass 3 0 : Filter_1of 1.59e-24 ;
# # Noise : Mass 1 1 : Filter_1of 1.59e-24 ;
# # Noise : Mass 2 1 : Filter_1of 1.59e-24 ;
# # Noise : Mass 3 1 : Filter_1of 1.59e-24 ;
#  Noise : Shot 1 0 : Filter_fLosP 2.30e-19 ;
#  Noise : Shot 2 0 : Filter_fLosP 2.30e-19 ;
#  Noise : Shot 3 0 : Filter_fLosP 2.30e-19 ;
#  Noise : Shot 1 1 : Filter_fLosP 2.30e-19 ;
#  Noise : Shot 2 1 : Filter_fLosP 2.30e-19 ;
#  Noise : Shot 3 1 : Filter_fLosP 2.30e-19 ;
#  Noise : OOPN 1 0 : Filter_f 3.49e-19 ;
#  Noise : OOPN 2 0 : Filter_f 3.49e-19 ;
#  Noise : OOPN 3 0 : Filter_f 3.49e-19 ;
#  Noise : OOPN 1 1 : Filter_f 3.49e-19 ;
#  Noise : OOPN 2 1 : Filter_f 3.49e-19 ;
#  Noise : OOPN 3 1 : Filter_f 3.49e-19 ;
# 
# 
# # 3 USO Clocks, one per spacecraft ( offset ... derivs ... noise ...) ;
# # USO : SC 2 : offset 0.006 ;
# # USO : SC 3 : derivs 1e-6 noise 1e-7 ;
# 
# 
# # TDI (Name) ;
# # Combinations ( sign delay1 delay2 ... measurement) for example : -5235 ;
# # For delay and measurement the number is [1,2,3] for counterclockwise and [4,5,6] for clockwise ;
#  TDI : X  ;
#  TDI : Y  ;
#  TDI : Z  ;
#  TDI : X2s1  1 , 35 , 364 , 3653 , 36524 , 365253 , 3652521 , 36525235 , 
#  -4 , -53 , -521 , -5235 , -52361 , -523635 , -5236364 , -52363653 ;
#  TDI : X2s2  ;
#  TDI : X2s3  3 , 24 , 256 , 2542 , 25416 , 254142 , 2541413 , 25414124 , 
#  -6 , -42 , -413 , -4124 , -41253 , -412524 , -4125256 , -41252542 ;
#  TDI : P1  25 , -63 , -22 , 66 , 642 , -216 , 1463 , -1425 ;
#  TDI : Zeta1 ;
#  TDI : A ;
#  TDI : E ;
#  TDI : T ;
#  TDI : Alpha ; 
#  TDI : AlphaId -1 , -32 , -133 , 4 , 455 , 56 ;
#  TDI : Alphaf2 -1 x 2 , -32 x 2 , -133 x 2 , 4 x 2 , 455 x 2 , 56 x 2 ;
# 
#  
#  END
#  
############## End of configuration ##############
#Time s1 sp1 tau1 taup1
3021 -1.81849371859048e-14 5.03714044342237e-14 2.04423127759552e-14 -2.04423921140102e-14
3022 -1.42855738847786e-14 3.22790975005346e-14 3.93010405108524e-14 -3.93011198453771e-14
3023 8.20218845665398e-17 1.18743968115442e-14 5.9377192460486e-14 -5.9377271797082e-14
3024 1.89421280529238e-14 -6.59657426415242e-15 7.42134398555163e-14 -7.42135191993669e-14
3025 3.58755846633494e-14 -1.89353696582261e-14 7.85994789749995e-14 -7.85995583295128e-14
3026 4.61777274707057e-14 -2.25287105424886e-14 7.00778150731597e-14 -7.00778944388974e-14
3027 4.8133775322078e-14 -1.74593134614158e-14 4.96844675436271e-14 -4.96845469179144e-14
3028 4.30189449663139e-14 -6.73750706898794e-15 2.17066579465042e-14 -2.17067373239268e-14
3029 3.39643910406848e-14 4.48820013266059e-15 -7.46717909810941e-15 7.46709972439704e-15
3030 2.42767702032896e-14 1.05099254089469e-14 -3.10635179532891e-14 3.10634385897939e-14
3031 1.59771698743826e-14 6.90485025138352e-15 -4.37079710977561e-14 4.3707891748938e-14
3032 9.17323477527704e-15 -7.97949691802717e-15 -4.27770772298077e-14 4.27769978969594e-14
3033 2.47630160905703e-15 -3.24003348361664e-14 -2.89620858842905e-14 2.89620065653552e-14
3034 -5.79744976681195e-15 -6.16590831792792e-14 -5.93021587397795e-15 5.93013656435357e-15
3035 -1.62468271507198e-14 -8.94498073132163e-14 2.07709550015484e-14 -2.07710343074959e-14
3036 -2.75082077450491e-14 -1.09667712253695e-13 4.52182136875706e-14 -4.52182929947974e-14
3037 -3.63465508898896e-14 -1.18098892390115e-13 6.25893971224866e-14 -6.25894764339361e-14
3038 -3.87634640404166e-14 -1.13481877622193e-13 7.0216024318013e-14 -7.02161036340855e-14
3039 -3.17223130820065e-14 -9.76644290659323e-14 6.79667325384741e-14 -6.79668118574386e-14
3040 -1.47904802398068e-14 -7.48854722452931e-14 5.7926662430888e-14 -5.79267417500352e-14
3041 9.02829540908351e-15 -5.04823301673847e-14 4.35432431781424e-14 -4.35433224952182e-14
3042 3.37313677732273e-14 -2.94681951532184e-14 2.85483387339259e-14 -2.85484180483009e-14
3043 5.20138625173807e-14 -1.54057839114937e-14 1.60005047292185e-14 -1.60005840423706e-14
3044 5.77143544945726e-14 -9.84420457602375e-15 7.71325931526443e-15 -7.71333863042488e-15
3045 4.81636692232603e-14 -1.23607157239225e-14 4.17686985845448e-15 -4.17694917959113e-15
3046 2.55564840256095e-14 -2.10486751327255e-14 4.89981233452709e-15 -4.89989166508254e-15
3047 -3.24244671524041e-15 -3.31887392456165e-14 8.95556041121741e-15 -8.95563975309398e-15
3048 -2.85239717946763e-14 -4.58559396674933e-14 1.5468909181741e-14 -1.54689885349068e-14
3049 -4.06890290615873e-14 -5.63228462456553e-14 2.38307413780428e-14 -2.38308207408761e-14
3050 -3.34097162796528e-14 -6.22579350056508e-14 3.35706812293097e-14 -3.35707605995094e-14
3051 -5.95311726770645e-15 -6.18239824711401e-14 4.39899159969538e-14 -4.39899953726343e-14
3052 3.61511103829893e-14 -5.38108610476192e-14 5.37906836661354e-14 -5.3790763046675e-14
3053 8.24106904883969e-14 -3.78829618927798e-14 6.09720660283362e-14 -6.09721454146675e-14
3054 1.20316517669565e-13 -1.49118523350557e-14 6.31673708984712e-14 -6.31674502927338e-14
3055 1.39059080846066e-13 1.27481977883857e-14 5.84027237146511e-14 -5.84028031193746e-14
3056 1.3285450623788e-13 4.1244645268369e-14 4.60342950377881e-14 -4.60343744549387e-14
3057 1.0280859083726e-13 6.56440246016774e-14 2.74707311540246e-14 -2.74708105842709e-14
3058 5.66961914806114e-14 8.08307337084393e-14 6.28958092091109e-15 -6.28966036335151e-15
3059 6.70058767482103e-15 8.27507405360369e-14 -1.24618255499608e-14 1.24617460975608e-14
3060 -3.41805370376636e-14 6.96826861136372e-14 -2.36801764346561e-14 2.36800969752614e-14
3061 -5.59268905606172e-14 4.31174783696538e-14 -2.39122218846107e-14 2.39121424212016e-14
3062 -5.43018388254032e-14 7.8646595415249e-15 -1.27384683984745e-14 1.27383889334708e-14
3063 -3.18356646188927e-14 -2.88053168034952e-14 6.74084149413209e-15 -6.74092095915393e-15
3064 3.24050701796552e-15 -5.88728407473276e-14 2.86102370314218e-14 -2.86103164957091e-14
3065 3.96783792075204e-14 -7.57094023776513e-14 4.58939986797149e-14 -4.58940781431239e-14
3066 6.6601561252421e-14 -7.6008736912754e-14 5.28051706891445e-14 -5.28052501518879e-14
3067 7.65332455307901e-14 -6.08591935946043e-14 4.67042344022417e-14 -4.67043138647223e-14
3068 6.71918568195242e-14 -3.55291164198689e-14 2.90471039341682e-14 -2.90471833969358e-14
3069 4.16363435580888e-14 -7.93962446812738e-15 4.94656935592617e-15 -4.94664881969635e-15
3070 6.882427442014e-15 1.3747020451976e-14 -1.85284718460285e-14 1.85283923804007e-14
3071 -2.84404651160626e-14 2.3656614198653e-14 -3.47250631584602e-14 3.47249836901491e-14
3072 -5.6595262353271e-14 1.9999144134668e-14 -3.96056971613505e-14 3.96056176898862e-14
3073 -7.26528541120432e-14 5.50419353927811e-15 -3.29919777385099e-14 3.29918982641752e-14
3074 -7.53354278925092e-14 -1.36685354866826e-14 -1.84220093833353e-14 1.84219299074687e-14
3075 -6.66975406957349e-14 -3.0169052845675e-14 -1.70184439934845e-15 1.70176492437371e-15
3076 -5.09290634770899e-14 -3.80601884819128e-14 1.12945598959823e-14 -1.12946393669051e-14
3077 -3.27989094619167e-14 -3.48675966181469e-14 1.67620504563457e-14 -1.67621299200272e-14
3078 -1.62884355520695e-14 -2.23645262567293e-14 1.42674135639399e-14 -1.4267493018059e-14
3079 -3.80037222563861e-15 -5.84073208045058e-15 6.77207876689191e-15 -6.77215821081948e-15
3080 3.94537768647838e-15 7.84938354441706e-15 -5.97897206508184e-16 5.9781777123959e-16
3081 7.48712601689697e-15 1.27368495099709e-14 -2.55724334662532e-15 2.55716391639717e-15
3082 7.98667122533833e-15 5.80860852118679e-15 4.30107459332629e-15 -4.30115402356601e-15
3083 6.70550898242246e-15 -1.20145830593823e-14 2.01752897197594e-14 -2.01753691554222e-14
3084 4.77779558887408e-15 -3.62928444405421e-14 4.19050202087352e-14 -4.19050996543973e-14
3085 3.26921797369793e-15 -6.06720971026481e-14 6.40483778432063e-14 -6.40484573016466e-14
3086 3.34745874822249e-15 -7.90676745730479e-14 8.07920235393724e-14 -8.07921030111296e-14
3087 6.33189670065026e-15 -8.76392816477431e-14 8.80000015249687e-14 -8.80000810085396e-14
3088 1.34596889459169e-14 -8.58794138480199e-14 8.46522455747942e-14 -8.46523250673796e-14
3089 2.53682368326427e-14 -7.64815118141704e-14 7.31370414008026e-14 -7.31371208993223e-14
3090 4.14749139644008e-14 -6.4101612756942e-14 5.82739758079434e-14 -5.82740553099551e-14
3091 5.95484177456563e-14 -5.35155124794833e-14 4.54129865255116e-14 -4.54130660297149e-14
3092 7.57531758298219e-14 -4.78680884316848e-14 3.83126183731022e-14 -3.8312697879274e-14
3093 8.53032744544582e-14 -4.76518865496601e-14 3.76102761230743e-14 -3.76103556315116e-14
3094 8.36375209221481e-14 -5.07674406350936e-14 4.05063861401658e-14 -4.05064656509148e-14
3095 6.78106279589539e-14 -5.36120607849736e-14 4.1848267630359e-14 -4.1848347142605e-14
3096 3.76736453586875e-14 -5.27598118875145e-14 3.62680884921279e-14 -3.62681680040725e-14
3097 -3.56046418247377e-15 -4.65689721184055e-14 2.05975472452204e-14 -2.05976267545818e-14
3098 -4.96073450771305e-14 -3.60692732580562e-14 -4.37969460656125e-15 4.37961510154586e-15
3099 -9.22506608688171e-14 -2.4742553727363e-14 -3.35879128453995e-14 3.3587833344825e-14
3100 -1.23071711881614e-13 -1.72310309292917e-14 -5.89891474738368e-14 5.89890679753021e-14
3101 -1.35336537052138e-13 -1.74356554295332e-14 -7.22116024711875e-14 7.22115229696979e-14
3102 -1.25562156272203e-13 -2.67373252560124e-14 -6.75734699431539e-14 6.757339043194e-14
3103 -9.43731773670084e-14 -4.30704695449711e-14 -4.43794160454639e-14 4.43793365175886e-14
3104 -4.64498690368712e-14 -6.12867644165852e-14 -7.56929146174066e-15 7.56921191206447e-15
3105 1.04011480832279e-14 -7.4765493786064e-14 3.36262832308762e-14 -3.36263628039765e-14
3106 6.68159813058752e-14 -7.77357633920732e-14 6.8623515281305e-14 -6.86235948750455e-14
3107 1.13711005870128e-13 -6.74665566221272e-14 8.89868239212805e-14 -8.89869035287672e-14
3108 1.43980844815965e-13 -4.54833253340843e-14 9.12088110502755e-14 -9.12088906619889e-14
3109 1.537073086932e-13 -1.72985868715707e-14 7.7722293658089e-14 -7.7722373264179e-14
3110 1.42661338384943e-13 9.31376308204691e-15 5.57563693064843e-14 -5.57564488992298e-14
3111 1.14049629682516e-13 2.6917098833305e-14 3.44769697622592e-14 -3.44770493379782e-14
3112 7.36250690383547e-14 3.09519749840236e-14 2.15209907076939e-14 -2.15210702675514e-14
3113 2.84070324993778e-14 2.12870023697264e-14 2.02667558281275e-14 -2.02668353776238e-14
3114 -1.46836821024393e-14 2.21045452045967e-15 2.88805474479264e-14 -2.88806269952523e-14
3115 -4.99889022117818e-14 -1.9125672685206e-14 4.14592620176939e-14 -4.1459341571472e-14
3116 -7.38726417646576e-14 -3.52227420431279e-14 5.07473264733553e-14 -5.07474060404481e-14
3117 -8.49912598415965e-14 -4.0785325865686e-14 5.12862014744123e-14 -5.12862810584145e-14
3118 -8.41084782351447e-14 -3.439357648416e-14 4.17067106342381e-14 -4.1706790235017e-14
3119 -7.35790706753072e-14 -1.8746091180482e-14 2.52508799307237e-14 -2.52509595450198e-14
3120 -5.66674134209442e-14 5.32199033721091e-16 8.34905642047895e-15 -8.34913604325388e-15
3121 -3.68611738845751e-14 1.70037082903184e-14 -2.12657623029825e-15 2.12649660427258e-15
3122 -1.72999001554293e-14 2.5641677432792e-14 -1.78246840425082e-15 1.78238877907585e-15
3123 -3.84682956392153e-16 2.43714636199433e-14 9.40501091125454e-15 -9.40509053329615e-15
3124 1.24121492030975e-14 1.44467626462775e-14 2.69974864804854e-14 -2.69975660989036e-14
3125 2.05499243907849e-14 -3.59951419587317e-16 4.38353430167168e-14 -4.38354226322279e-14
3126 2.42665601099798e-14 -1.53426024550402e-14 5.29051113565038e-14 -5.29051909702038e-14
3127 2.43162625610307e-14 -2.65703469202406e-14 5.01777186687986e-14 -5.01777982814407e-14
3128 2.16620952941397e-14 -3.20882599358987e-14 3.62758182548981e-14 -3.62758978665233e-14
3129 1.72022260327813e-14 -3.22286703772675e-14 1.62942608378207e-14 -1.62943404478226e-14
3130 1.16074192658246e-14 -2.9020185040222e-14 -2.17147342907999e-15 2.17139382154287e-15
3131 5.31806529653349e-15 -2.50232159124245e-14 -1.20249235014584e-14 1.20248438969023e-14
3132 -1.30814909251162e-15 -2.2114008549391e-14 -9.52051594491026e-15 9.52043634304725e-15
3133 -7.77443208645505e-15 -2.07222994133285e-14 4.16208542399599e-15 -4.16216502447615e-15
3134 -1.32729881383329e-14 -1.98163434401825e-14 2.32618946881083e-14 -2.32619742894162e-14
3135 -1.66845980652717e-14 -1.76084880183422e-14 3.95949197392179e-14 -3.95949993440352e-14
3136 -1.68071393920537e-14 -1.26501334177585e-14 4.57118966385344e-14 -4.57119762494015e-14
3137 -1.27638134211819e-14 -4.81679967661938e-15 3.78413436885074e-14 -3.78414233071993e-14
3138 -4.43922111385314e-15 4.27944289202208e-15 1.74741386691468e-14 -1.74742182962092e-14
3139 7.25362266964962e-15 1.16827342200718e-14 -9.04058886648277e-15 9.04050923191209e-15
3140 2.04282229507728e-14 1.41881264332897e-14 -3.2760035721481e-14 3.27599560815152e-14
3141 3.26319353947607e-14 9.7263617781372e-15 -4.54332321598128e-14 4.54331525173585e-14
3142 4.1486592715995e-14 -1.527514057473e-15 -4.25756373047071e-14 4.25755576628208e-14
3143 4.53349592904269e-14 -1.68176441656158e-14 -2.51762583905155e-14 2.51761787517363e-14
3144 4.36507147241531e-14 -3.14613212653765e-14 6.06252404943279e-16 -6.06332039113999e-16
3145 3.7059801042007e-14 -4.03291231349871e-14 2.56471833371284e-14 -2.56472629664734e-14
3146 2.6980920395337e-14 -3.96476475634053e-14 4.1138303070659e-14 -4.11383826961663e-14
3147 1.50552339664224e-14 -2.8461273827502e-14 4.17335562171245e-14 -4.17336358406241e-14
3148 2.62726065612017e-15 -9.17792151660861e-15 2.74075322494825e-14 -2.74076118731174e-14
3149 -9.48623873552265e-15 1.30637930986723e-14 3.36982249283748e-15 -3.36990211852676e-15
3150 -2.08420496718681e-14 3.20421071948176e-14 -2.18948618208961e-14 2.18947821918526e-14
3151 -3.09294469708799e-14 4.25654813701682e-14 -3.97081221442614e-14 3.97080425113401e-14
3152 -3.87019114678207e-14 4.23053949126523e-14 -4.42609835161421e-14 4.4260903879493e-14
3153 -4.23862265309399e-14 3.26745573090997e-14 -3.45609319922837e-14 3.45608523524243e-14
3154 -3.97723658505124e-14 1.84029352533588e-14 -1.46073156141625e-14 1.46072359715761e-14
3155 -2.89776701420911e-14 5.92974383231907e-15 8.19499606569303e-15 -8.19507571092698e-15
3156 -9.44694098514711e-15 1.16103429312157e-15 2.57398367088002e-14 -2.57399163572389e-14
3157 1.72064750749024e-14 7.37517665047223e-15 3.20295034852093e-14 -3.20295831380817e-14
3158 4.69251036571926e-14 2.40046949222492e-14 2.50981814707763e-14 -2.5098261129819e-14
3159 7.3752045447034e-14 4.67074995406775e-14 7.43643375347388e-15 -7.43651342061706e-15
3160 9.1176111690462e-14 6.86882769868287e-14 -1.51212558368134e-14 1.51211761598311e-14
3161 9.39496272517951e-14 8.28116009573243e-14 -3.55390178287758e-14 3.55389381407758e-14
3162 7.98230887552266e-14 8.38078952822562e-14 -4.79265226629459e-14 4.79264429635889e-14
3163 5.05900991609319e-14 6.98796800372487e-14 -4.92682831095506e-14 4.92682033994796e-14
3164 1.20034913533359e-14 4.32425256008091e-14 -4.00090559055252e-14 4.00089761863562e-14
3165 -2.75298411689387e-14 9.48581641992785e-15 -2.3422967446149e-14 2.34228877203173e-14
3166 -5.9154329438343e-14 -2.4009206209195e-14 -4.12794568965916e-15 4.12786596014561e-15
3167 -7.60169862149451e-14 -5.0104798022827e-14 1.36325924692652e-14 -1.36326721992977e-14
3168 -7.51852747087841e-14 -6.38112642707958e-14 2.73086120981835e-14 -2.73086918258091e-14
3169 -5.83950267898838e-14 -6.3545047662303e-14 3.65493656094598e-14 -3.65494453324248e-14
3170 -3.13659603212379e-14 -5.14222629444466e-14 4.28267388756683e-14 -4.28268185927885e-14
3171 -1.90367204380363e-15 -3.25360596774131e-14 4.84344277821582e-14 -4.843450749361e-14
3172 2.25749994662246e-14 -1.34325903956309e-14 5.53122418113922e-14 -5.53123215188131e-14
3173 3.72561735786739e-14 -2.04809079397862e-16 6.41445371404504e-14 -6.41446168467713e-14
3174 4.11425731406737e-14 3.27805858323246e-15 7.40187948320016e-14 -7.40188745409687e-14
3175 3.68914236124212e-14 -3.4838207271837e-15 8.26934656460619e-14 -8.26935453614768e-14
3176 2.94029676555913e-14 -1.74356890867733e-14 8.73148379674862e-14 -8.73149176922878e-14
3177 2.3736316648139e-14 -3.28287018089931e-14 8.53087685942842e-14 -8.53088483296793e-14
3178 2.31557601327012e-14 -4.29200704352422e-14 7.51686911382776e-14 -7.51687708831708e-14
3179 2.80263360396068e-14 -4.20520509828594e-14 5.69375646229022e-14 -5.69376443738394e-14
3180 3.59201466143925e-14 -2.75110086504235e-14 3.22936558350617e-14 -3.22937355867841e-14
3181 4.28122643776354e-14 -6.00929569321056e-16 4.25965300560252e-15 -4.25973275213024e-15
3182 4.48320071399499e-14 3.34263206348042e-14 -2.3363154475911e-14 2.33630747399244e-14
3183 3.98516976234765e-14 6.66137688911469e-14 -4.66914094385632e-14 4.66913297165717e-14
3184 2.83014507257632e-14 9.03952400948837e-14 -6.2441825622824e-14 6.24417459155891e-14
3185 1.29375811151805e-14 9.79621567417181e-14 -6.84851819665636e-14 6.84851022720445e-14
3186 -2.28122553383543e-15 8.6226628504764e-14 -6.42027088327854e-14 6.42026291467365e-14
3187 -1.37122843015397e-14 5.68128498732087e-14 -5.06114097885967e-14 5.06113301056682e-14
3188 -1.93136731233635e-14 1.57822384839528e-14 -3.02428114747051e-14 3.02427317896907e-14
3189 -1.9193679810828e-14 -2.78431594433019e-14 -6.76928096645994e-15 6.76920127531361e-15
3190 -1.52503498288152e-14 -6.43542556361859e-14 1.56041161181781e-14 -1.56041958178278e-14
3191 -1.01188435482024e-14 -8.57977564431213e-14 3.29110183056418e-14 -3.29110980145549e-14
3192 -5.93760808527245e-15 -8.79197181525434e-14 4.22150580591428e-14 -4.2215137776976e-14
3193 -3.51137927086932e-15 -7.10951534499454e-14 4.2223596808854e-14 -4.22236765348323e-14
3194 -2.25544815416463e-15 -4.00310147679017e-14 3.35340191616339e-14 -3.35340988950739e-14
3195 -9.30490439798755e-16 -2.38598685830691e-15 1.84126802566077e-14 -1.84127599970689e-14
3196 1.21540859128563e-15 3.32511196634107e-14 1.57890686785639e-16 -1.57970433798954e-16
3197 3.51011077644716e-15 5.94328860334083e-14 -1.77486423429008e-14 1.77485625903848e-14
3198 3.68638200672586e-15 7.14203690261659e-14 -3.24145847387501e-14 3.24145049829171e-14
3199 -1.29503369888106e-15 6.78902333969107e-14 -4.19817071661941e-14 4.1981627410623e-14
3200 -1.36794575509269e-14 5.07117760401294e-14 -4.56384826909316e-14 4.56384029403477e-14
3201 -3.32763405049046e-14 2.39995375539098e-14 -4.32951747716239e-14 4.32950950311239e-14
3202 -5.65567101241182e-14 -7.17120270528194e-15 -3.51708789763626e-14 3.51707992502935e-14
3203 -7.70873611483735e-14 -3.79600515250672e-14 -2.15726496138721e-14 2.15725699046909e-14
3204 -8.7374807920187e-14 -6.45469635386356e-14 -3.03012966550907e-15 3.03004997299039e-15
3205 -8.15670045047829e-14 -8.43882744271474e-14 1.92651749107611e-14 -1.92652545896919e-14
3206 -5.8004889716737e-14 -9.60449600616945e-14 4.29760168827052e-14 -4.2976096553414e-14
3207 -2.05469032460719e-14 -9.8839274194771e-14 6.44466667831103e-14 -6.4446746452092e-14
3208 2.20261981161829e-14 -9.2622732134057e-14 7.91173630503912e-14 -7.91174427238017e-14
3209 5.85072293674972e-14 -7.78267876856103e-14 8.25648774953523e-14 -8.25649571776231e-14
3210 7.8876482522151e-14 -5.57670488943635e-14 7.19091375375901e-14 -7.19092172304878e-14
3211 7.77504501310506e-14 -2.89774863780882e-14 4.7098758750672e-14 -4.70988384530341e-14
3212 5.63663316845397e-14 -1.26425535230233e-15 1.15446988081072e-14 -1.15447785162999e-14
3213 2.23015589274807e-14 2.27526563275435e-14 -2.82528112253432e-14 2.82527315163926e-14
3214 -1.30410533647107e-14 3.86195497090389e-14 -6.41018139497615e-14 6.41017342452439e-14
3215 -3.8308264152996e-14 4.32933590270953e-14 -8.81883222989864e-14 8.81882426029428e-14
3216 -4.60327187642072e-14 3.62102376910101e-14 -9.52050067841785e-14 9.52049270985873e-14
3217 -3.5035764909199e-14 1.97359956801671e-14 -8.38724154468811e-14 8.38723357712947e-14
3218 -1.05376846189258e-14 -1.25306512946062e-15 -5.73597726326556e-14 5.73596929644283e-14
3219 1.80205105412442e-14 -2.0600415374541e-14 -2.24513955014506e-14 2.24513158364587e-14
3220 4.05820864034884e-14 -3.25496642292404e-14 1.23060354235783e-14 -1.23061150899292e-14
3221 5.01247271787568e-14 -3.33411472834826e-14 3.89280486583757e-14 -3.89281283301082e-14
3222 4.4990591719098e-14 -2.22142742603135e-14 5.2103553628221e-14 -5.21036333079375e-14
3223 2.90712380142973e-14 -1.51144802494495e-15 5.04811185197523e-14 -5.04811982081452e-14
3224 9.86783247090669e-15 2.41145625012512e-14 3.67752370749544e-14 -3.67753167707449e-14
3225 -4.73715833716916e-15 4.90968861610309e-14 1.66948807220665e-14 -1.66949604223417e-14
3226 -9.69101743746963e-15 6.84862604916235e-14 -2.95184933722372e-15 2.95176963638196e-15
3227 -4.70818570793618e-15 7.91425323799128e-14 -1.63799553286928e-14 1.63798756314371e-14
3228 5.7895690055472e-15 8.02608175058305e-14 -2.05164925117427e-14 2.05164128217091e-14
3229 1.46597580028846e-14 7.31524137577943e-14 -1.57351446828349e-14 1.57350650025456e-14
3230 1.51394803911839e-14 6.04491346261142e-14 -5.42063572104146e-15 5.42055605155055e-15
3231 3.83306161659341e-15 4.50662911048896e-14 5.47024823500994e-15 -5.47032789419428e-15
