############## LISACode v 1.4.5-16/06/2009 at 2009-07-04T14:40:09 ##############
############## Configuration : ConfigRefBase ##############
# # Time parameters (all in seconds) ;
# # Step in time (second) for simulate physics process (continuous) ;
#  Time : StepPhysic 0.5 ;
# # Step in time (second) for measurement the phasemeters (Numeric) ;
#  Time : StepMeasure 1 ;
# # Duration ;
#  TIME : Max 10000 ;
# # Precision in delays used by TDI ;
# # Time : DeltaTDIDelay 1e-6 ;
# # Display step ;
#  Time : StepDisplay 500 ;
# # Interpolation in TDI application ;
# Interpolation : LAG 20 ;
# 
# TDIDelayApprox : off ;
# 
# # Orbits and Geometry ;
# # Nominal armlenght ;
# Orbits : Armlength 5e9 ;
# # Start time for the orbits ;
# Orbits : StartTime 0.0 ;
# Orbits : InitialRotation 0.0 ;
# Orbits : Type LISACode ;
# Orbits : Approx Eccentric ;
# Orbits : Order 2 ;
# 
# # Detector parameters ; 
# # Laser power (in Watt) ;
# Detector : LaserPower 1 ;
# # Apply the filter in the phasemeter  ;
# Detector : PhaMetFilter On ;
# Detector : PhaMetFilterParameters : attenuation 180 oscillation 0.1 FactFmesForHighFreq 0.1 FactFmesForLowFreq 0.3 ;
# Detector : InternalPhasemeters IfNoises ;
# 
# # Record ASCII ;
#  Record : SignalSC 1 SC1.txt ASCII ;
# # Record : SignalSC 2 SC2.txt ASCII ;
# # Record : SignalSC 3 SC3.txt ASCII ;
#  Record : Delay Delay.txt ASCII ;
#  Record : Position Pos.txt ASCII ;
#  Record : TDI TDI.txt ASCII ;
# 
# # Record BINARY ;
# # Record : SignalSC 1 SC1.bin BINARY ;
#  Record : SignalSC 2 SC2.bin BINARY ;
#  Record : SignalSC 3 SC3.bin BINARY ;
# # Record : Delay Delay.bin BINARY ;
# # Record : Position Pos.bin BINARY ;
# # Record : TDI TDI.bin BINARY ;
# 
# 
# # Gravitationals waves ( Direction & Angle of polarisation : Beta  Lambda & Psi in degrees ) ;
# # Monochromatic GW ;
#  GW : Bet 27.0 , Lam 297.0 , Psi 229.0 : Mono : f 1e-4 , hp 1.0e-19 , hc 0.0 , Phi0hp 0.0 , Phi0hc 0.0 ;
# 
# # Binary source ( M1 & M2 in solar mass, orbital frequency in Hz, inclination in degrees, initial phase [0 , 2PI], distance in kpc) ;
#  GW : Bet 68.0 , Lam 135.0 , Psi 12.0  : Binary : M1 1.0e5 , M2 1.0e6 , forb 1.0e-3 , inc 42.0 , phi0 0 , r 1.0e5 ;
# 
# # Binary source compute in PN approximation ( M1 & M2 in solar mass, orbital frequency in Hz, inclination in degrees, initial phase [0 , 2PI], distance in kpc, type 1 for 1PN or 2 for PN, if type 2 omegao taud0 gw) ;
#  GW : Bet -56.0 , Lam 154.0 , Psi 32.0  : PostNewtonBinary : M1 1.0e6 , M2 1.0e6 , tcoal 9676800.0 , inc 90 , phase 1.2 , r 1e5 , type 2 , omega0 1.0 , taud0 10.0 , gw 1.0 ;
# 
# # Spinning black hole binary ;
# GW : Bet 37.68025039158266 , Lam 285.8612437864652 , Psi 0.0  : FastSpinBBH : M1 1465580.75942 , M2 868710.795073 , tcoal 31525128.7938 , phase 1.16933157672 , r 1000000.0 ,
#  S1 0.0770493004546 , S2 0.268523395273 , polS1 160.24533138914506 , polS2 130.59343637800927 , azS1 0.8027554175918619 , azS2 238.99790401516472 , polL 162.0742928004962 , azL 328.8864991548683 , PN 0.0 ;
# 
# # Stochastic source ;
# GW : Bet 11.715852394919027 , Lam 45.0 , Psi 0.0 : Stochastic : Slope -3 , Fmin 1.0e-5 , Fknee 0.1 , hp 1.6137533888e-25 ,  hc 1.6137533888e-25 ;
# 
# 
# # GW read in file ( file name) ;
# # GW : Bet 0.0 , Lam 0.0 , Psi 0.0 : File : GWAMCVn.txt ;
# 
# 
# # Noises ( Type[Laser, OpticalBench, InertialMass] , spacecraft number, Direction of external beam [0 for counterclockwise , 1 for clockwise] ;
#  Noise : Laser 1 0 : White 1.0e-13 ;
#  Noise : Laser 2 0 : White 1.0e-13 ;
#  Noise : Laser 3 0 : White 1.0e-13 ;
#  Noise : Laser 1 1 : White 1.0e-13 ;
#  Noise : Laser 2 1 : White 1.0e-13 ;
#  Noise : Laser 3 1 : White 1.0e-13 ;
#  Noise : Mass 1 0 : Filter_MLDC_IM 1.59e-24 1.e-4 ;
#  Noise : Mass 2 0 : Filter_MLDC_IM 1.59e-24 1.e-4 ;
#  Noise : Mass 3 0 : Filter_MLDC_IM 1.59e-24 1.e-4 ;
#  Noise : Mass 1 1 : Filter_MLDC_IM 1.59e-24 1.e-4 ;
#  Noise : Mass 2 1 : Filter_MLDC_IM 1.59e-24 1.e-4 ;
#  Noise : Mass 3 1 : Filter_MLDC_IM 1.59e-24 1.e-4 ;
# # Noise : Mass 1 0 : Filter_1of 1.59e-24 ;
# # Noise : Mass 2 0 : Filter_1of 1.59e-24 ;
# # Noise : Mass 3 0 : Filter_1of 1.59e-24 ;
# # Noise : Mass 1 1 : Filter_1of 1.59e-24 ;
# # Noise : Mass 2 1 : Filter_1of 1.59e-24 ;
# # Noise : Mass 3 1 : Filter_1of 1.59e-24 ;
#  Noise : Shot 1 0 : Filter_fLosP 2.30e-19 ;
#  Noise : Shot 2 0 : Filter_fLosP 2.30e-19 ;
#  Noise : Shot 3 0 : Filter_fLosP 2.30e-19 ;
#  Noise : Shot 1 1 : Filter_fLosP 2.30e-19 ;
#  Noise : Shot 2 1 : Filter_fLosP 2.30e-19 ;
#  Noise : Shot 3 1 : Filter_fLosP 2.30e-19 ;
#  Noise : OOPN 1 0 : Filter_f 3.49e-19 ;
#  Noise : OOPN 2 0 : Filter_f 3.49e-19 ;
#  Noise : OOPN 3 0 : Filter_f 3.49e-19 ;
#  Noise : OOPN 1 1 : Filter_f 3.49e-19 ;
#  Noise : OOPN 2 1 : Filter_f 3.49e-19 ;
#  Noise : OOPN 3 1 : Filter_f 3.49e-19 ;
# 
# 
# # 3 USO Clocks, one per spacecraft ( offset ... derivs ... noise ...) ;
# # USO : SC 2 : offset 0.006 ;
# # USO : SC 3 : derivs 1e-6 noise 1e-7 ;
# 
# 
# # TDI (Name) ;
# # Combinations ( sign delay1 delay2 ... measurement) for example : -5235 ;
# # For delay and measurement the number is [1,2,3] for counterclockwise and [4,5,6] for clockwise ;
#  TDI : X  ;
#  TDI : Y  ;
#  TDI : Z  ;
#  TDI : X2s1  1 , 35 , 364 , 3653 , 36524 , 365253 , 3652521 , 36525235 , 
#  -4 , -53 , -521 , -5235 , -52361 , -523635 , -5236364 , -52363653 ;
#  TDI : X2s2  ;
#  TDI : X2s3  3 , 24 , 256 , 2542 , 25416 , 254142 , 2541413 , 25414124 , 
#  -6 , -42 , -413 , -4124 , -41253 , -412524 , -4125256 , -41252542 ;
#  TDI : P1  25 , -63 , -22 , 66 , 642 , -216 , 1463 , -1425 ;
#  TDI : Zeta1 ;
#  TDI : A ;
#  TDI : E ;
#  TDI : T ;
#  TDI : Alpha ; 
#  TDI : AlphaId -1 , -32 , -133 , 4 , 455 , 56 ;
#  TDI : Alphaf2 -1 x 2 , -32 x 2 , -133 x 2 , 4 x 2 , 455 x 2 , 56 x 2 ;
# 
#  
#  END
#  
############## End of configuration ##############
#Time s1 sp1 tau1 taup1
5268 4.1739327157301e-14 -3.48029309118393e-14 -4.47033837096773e-15 4.47025379743953e-15
5269 4.04034844577749e-14 -2.14083937854574e-14 -2.4841787453041e-14 2.48417028662487e-14
5270 2.71591574115095e-14 -1.82680671653971e-14 -4.51149377236542e-14 4.51148531197317e-14
5271 -4.00461024569812e-16 -2.37334034468868e-14 -6.41971344317212e-14 6.41970498104787e-14
5272 -4.06199017941221e-14 -3.39002068902022e-14 -8.08893203877558e-14 8.08892357531496e-14
5273 -8.76089286797122e-14 -4.44155982053215e-14 -9.37367600587441e-14 9.37366754180677e-14
5274 -1.32413393098716e-13 -5.21600260381947e-14 -1.01131309911607e-13 1.01131225273601e-13
5275 -1.65268136633138e-13 -5.6173673161904e-14 -1.01667579132846e-13 1.0166749450529e-13
5276 -1.78293948969303e-13 -5.75316442415283e-14 -9.46231819028575e-14 9.4623097290392e-14
5277 -1.67822942153084e-13 -5.83085300324341e-14 -8.03639233912095e-14 8.03638387940783e-14
5278 -1.35622538339589e-13 -6.01399585966654e-14 -6.04946454492795e-14 6.04945608633965e-14
5279 -8.8613524053274e-14 -6.30441149579473e-14 -3.76697918761354e-14 3.76697072944534e-14
5280 -3.71388374198353e-14 -6.50501350427257e-14 -1.51009122547271e-14 1.51008276694704e-14
5281 7.71312069178883e-15 -6.28389116507292e-14 4.09784011222577e-15 -4.09792470717528e-15
5282 3.6941490432353e-14 -5.31706008544725e-14 1.75371966756243e-14 -1.75372812829389e-14
5283 4.58030614309228e-14 -3.45255922137177e-14 2.39859134360587e-14 -2.39859980543161e-14
5284 3.47299979033987e-14 -8.26539883194588e-15 2.35210426147808e-14 -2.35211272391211e-14
5285 8.8092999712182e-15 2.1219261763337e-14 1.74076735928466e-14 -1.74077582166775e-14
5286 -2.39259886827042e-14 4.75241711536915e-14 7.79916374800705e-15 -7.79924836517481e-15
5287 -5.48180989363125e-14 6.41101136236391e-14 -2.62757068743356e-15 2.62748608071673e-15
5288 -7.68200620580948e-14 6.64000886532803e-14 -1.10230218580269e-14 1.10229372621007e-14
5289 -8.60447815521698e-14 5.3351224939007e-14 -1.46913948152797e-14 1.46913102271023e-14
5290 -8.22902440309179e-14 2.7937562640104e-14 -1.14355435596023e-14 1.14354589738853e-14
5291 -6.85333734243739e-14 -3.63223520822856e-15 3.43744296192166e-17 -3.445901862565e-17
5292 -4.96752825421332e-14 -3.36928674169613e-14 1.96444940807057e-14 -1.96445786773871e-14
5293 -3.0990823802374e-14 -5.52919024873264e-14 4.55666995553589e-14 -4.55667841614579e-14
5294 -1.67514193475874e-14 -6.40423136682833e-14 7.40886364956001e-14 -7.4088721109863e-14
5295 -9.36842548137115e-15 -5.91018636857294e-14 9.99468135039174e-14 -9.9946898122722e-14
5296 -9.19949241213338e-15 -4.30575649727465e-14 1.17227106160551e-13 -1.17227190779244e-13
5297 -1.49444865846857e-14 -2.08705024820732e-14 1.20744438036698e-13 -1.2074452265115e-13
5298 -2.43970610280297e-14 1.68583302790022e-15 1.07587603812709e-13 -1.07587688420562e-13
5299 -3.52549531537822e-14 1.95681781734298e-14 7.83496409129731e-14 -7.83497255141697e-14
5300 -4.57326472717666e-14 2.95585168904392e-14 3.75491788737774e-14 -3.75492634702518e-14
5301 -5.48342022033224e-14 3.07020231090041e-14 -7.07116374934392e-15 7.07107915465489e-15
5302 -6.22804195739341e-14 2.41193926479297e-14 -4.63377721694651e-14 4.63376875738854e-14
5303 -6.81941414874275e-14 1.23981363927035e-14 -7.20973982723786e-14 7.20973136745489e-14
5304 -7.27034280572915e-14 -1.17362168612164e-15 -7.95905325339931e-14 7.95904479343217e-14
5305 -7.56236298609586e-14 -1.33149183615235e-14 -6.89439999032799e-14 6.8943915303619e-14
5306 -7.63394056862166e-14 -2.12912251279151e-14 -4.52095772809113e-14 4.52094926835809e-14
5307 -7.39411165295333e-14 -2.32779665506492e-14 -1.68433999419457e-14 1.68433153484715e-14
5308 -6.75883560768002e-14 -1.85947924655479e-14 6.93449652528938e-15 -6.93458111523653e-15
5309 -5.69907535666549e-14 -7.84777486799042e-15 1.90452223732935e-14 -1.90453069623256e-14
5310 -4.28342644167154e-14 7.03617820401382e-15 1.67439634515907e-14 -1.67440480441791e-14
5311 -2.69660345678853e-14 2.29528587625634e-14 2.35453167566146e-15 -2.35461627694727e-15
5312 -1.22015986870689e-14 3.60241068460906e-14 -1.76957009440644e-14 1.76956163298556e-14
5313 -1.73316770380318e-15 4.22879899563772e-14 -3.51866474347359e-14 3.51865628057295e-14
5314 1.73285971188664e-15 3.8593622640032e-14 -4.29440902931445e-14 4.29440056505718e-14
5315 -3.14873629893709e-15 2.35008789603532e-14 -3.72256145014648e-14 3.7225529849409e-14
5316 -1.578305957384e-14 -2.08183860442764e-15 -1.88669828382987e-14 1.88668981824389e-14
5317 -3.35994129058987e-14 -3.47632996994596e-14 7.13171881272869e-15 -7.13180346701075e-15
5318 -5.26384030888249e-14 -6.91590455086066e-14 3.33464640617652e-14 -3.33465487112983e-14
5319 -6.86240011757957e-14 -9.89458697697592e-14 5.23294833190047e-14 -5.2329567964098e-14
5320 -7.8194827347244e-14 -1.18246030990116e-13 5.88402759545993e-14 -5.88403605991918e-14
5321 -7.98841427263948e-14 -1.22993991227209e-13 5.12202161385338e-14 -5.12203007891192e-14
5322 -7.44971105259183e-14 -1.11928464829819e-13 3.15836617193973e-14 -3.15837463830514e-14
5323 -6.47283407338005e-14 -8.694765801032e-14 4.91957148599509e-15 -4.91965616816439e-15
5324 -5.41321029155462e-14 -5.2734045166801e-14 -2.24778988843642e-14 2.24778141815485e-14
5325 -4.5804432550064e-14 -1.57427419888388e-14 -4.47000461371884e-14 4.46999614154777e-14
5326 -4.12605315502715e-14 1.7200875685766e-14 -5.75562997400414e-14 5.75562150043207e-14
5327 -3.9932799310406e-14 4.03691832314468e-14 -5.92755268535987e-14 5.92754421101022e-14
5328 -3.94866323629043e-14 5.0340906753261e-14 -5.05414391280699e-14 5.05413543822177e-14
5329 -3.68372558059329e-14 4.66902994476838e-14 -3.40087464166182e-14 3.40086616712704e-14
5330 -2.94757301506263e-14 3.20055913933366e-14 -1.35254486131142e-14 1.35253638678685e-14
5331 -1.65884197592944e-14 1.12208008870966e-14 6.72713865536218e-15 -6.72722340360456e-15
5332 4.6641649012485e-16 -9.6071773579265e-15 2.30256690537464e-14 -2.3025753809216e-14
5333 1.85106742431271e-14 -2.48057493277498e-14 3.27357004211405e-14 -3.27357851872879e-14
5334 3.35934296564658e-14 -3.0513198495478e-14 3.47242132728756e-14 -3.47242980508912e-14
5335 4.23385937878521e-14 -2.56491873285016e-14 2.9508499115792e-14 -2.95085839041506e-14
5336 4.3095217412912e-14 -1.21509947586885e-14 1.91093320689776e-14 -1.91094168641771e-14
5337 3.64771688755924e-14 5.60924081770749e-15 6.60799840400558e-15 -6.60808320217579e-15
5338 2.51102601697533e-14 2.2074716282831e-14 -4.53941155379148e-15 4.5393267550975e-15
5339 1.26914282080125e-14 3.20699988665335e-14 -1.13133828621211e-14 1.13132980627247e-14
5340 2.70268505548132e-15 3.2239476832448e-14 -1.18992418093029e-14 1.18991570063268e-14
5341 -2.76707272013159e-15 2.19630805316424e-14 -6.22538514998759e-15 6.22530033899553e-15
5342 -3.68736746686022e-15 3.52043118035189e-15 3.8870234470199e-15 -3.88710827008513e-15
5343 -2.01590340873753e-15 -1.85046230684372e-14 1.50467111324115e-14 -1.50467959692465e-14
5344 -9.20546867227267e-16 -3.83866832034288e-14 2.30635239700028e-14 -2.30636088187154e-14
5345 -3.55653151496992e-15 -5.06723138204935e-14 2.40265004021893e-14 -2.40265852573473e-14
5346 -1.18088722272482e-14 -5.15008244950709e-14 1.5446178602697e-14 -1.5446263456693e-14
5347 -2.54254681094718e-14 -3.95434720565031e-14 -2.8369886602969e-15 2.83690381502983e-15
5348 -4.18469543099533e-14 -1.6374373979766e-14 -2.82617642980124e-14 2.8261679466725e-14
5349 -5.68214729880112e-14 1.37969680224483e-14 -5.58590096897629e-14 5.58589248738656e-14
5350 -6.5642599004787e-14 4.49877397799877e-14 -7.92829069936827e-14 7.9282822190495e-14
5351 -6.46440288502938e-14 7.07464492646529e-14 -9.23665436238953e-14 9.23664588277079e-14
5352 -5.248985958632e-14 8.56480939194553e-14 -9.08231555147903e-14 9.08230707187958e-14
5353 -3.08457336341207e-14 8.66521190133611e-14 -7.36193337401723e-14 7.36192489385215e-14
5354 -4.19212102595345e-15 7.3974760282297e-14 -4.35866372043605e-14 4.35865523936016e-14
5355 2.12048701021724e-14 5.11936232194869e-14 -7.01782389238364e-15 7.01773907182253e-15
5356 3.88937427776018e-14 2.4467341264199e-14 2.77288431574524e-14 -2.77289279864861e-14
5357 4.39582646494768e-14 9.9198254844533e-16 5.22967927885728e-14 -5.22968776241426e-14
5358 3.4362383144338e-14 -1.29355018820364e-14 6.05234061305942e-14 -6.05234909716053e-14
5359 1.15279102196233e-14 -1.37054363767532e-14 5.01326456629398e-14 -5.0132730510002e-14
5360 -2.00222391796683e-14 -1.47919993199703e-15 2.34115048863755e-14 -2.34115897417386e-14
5361 -5.38465676092423e-14 1.98126015423155e-14 -1.33678525402647e-14 1.33677676736431e-14
5362 -8.32414922642153e-14 4.36126304968569e-14 -5.16441407560561e-14 5.16440558758953e-14
5363 -1.02885376107317e-13 6.27018321632721e-14 -8.28917668381356e-14 8.28916819440803e-14
5364 -1.10001231291918e-13 7.13822140864498e-14 -1.00875469900724e-13 1.00875384994937e-13
5365 -1.0473508769194e-13 6.71816723838334e-14 -1.03151805900942e-13 1.03151720987795e-13
5366 -8.97067680366163e-14 5.15295372383583e-14 -9.13796720534075e-14 9.13795871383775e-14
5367 -6.8954091341569e-14 2.91858495358533e-14 -7.03953006910271e-14 7.03952157792131e-14
5368 -4.66676059544721e-14 6.61880496373286e-15 -4.64117758021909e-14 4.6411690896986e-14
5369 -2.61406774980457e-14 -1.01262670333654e-14 -2.49787424094603e-14 2.49786575118412e-14
5370 -9.23596638811989e-15 -1.73553273166726e-14 -9.39158439844855e-15 9.39149950709004e-15
5371 3.5513794806491e-15 -1.48127146262454e-14 -5.58996055166617e-17 5.5814717624401e-17
5372 1.25822019358836e-14 -5.57888829756451e-15 5.04179973102304e-15 -5.04188461852801e-15
5373 1.84114922674091e-14 5.15769061434985e-15 9.00843946148395e-15 -9.00852435090117e-15
5374 2.12924162534458e-14 1.20017442624952e-14 1.44219347980992e-14 -1.44220196903976e-14
5375 2.10496696517067e-14 1.12442987590643e-14 2.20684636718641e-14 -2.20685485668086e-14
5376 1.73345344723826e-14 2.08250924318581e-15 3.05447980211024e-14 -3.05448829179431e-14
5377 1.00887005919989e-14 -1.32436565737036e-14 3.68816594688771e-14 -3.68817443672647e-14
5378 -5.4567738862634e-17 -3.04057733560104e-14 3.79270048144486e-14 -3.79270897151611e-14
5379 -1.16729400565962e-14 -4.463999087773e-14 3.19068172479824e-14 -3.19069021531357e-14
5380 -2.28590213698458e-14 -5.24575611118025e-14 1.94883295792726e-14 -1.9488414491903e-14
5381 -3.18332892879521e-14 -5.27689484839536e-14 3.85321446177303e-15 -3.8532993849341e-15
5382 -3.76200069717758e-14 -4.7021889926875e-14 -1.03179064561623e-14 1.03178215204557e-14
5383 -4.04893118431245e-14 -3.83485137948183e-14 -1.85970285590138e-14 1.85969436105981e-14
5384 -4.19419247558646e-14 -3.01045639900795e-14 -1.86183140711203e-14 1.8618229111944e-14
5385 -4.41824112919795e-14 -2.44115595468539e-14 -1.12049623758422e-14 1.12048774095678e-14
5386 -4.92288679254372e-14 -2.12943193763867e-14 -3.06741471349008e-16 3.06656502420176e-16
5387 -5.79657893328416e-14 -1.87557653127737e-14 8.31218994348912e-15 -8.31227491100732e-15
5388 -6.95015289752615e-14 -1.37517011739148e-14 9.20588397073583e-15 -9.20596893416485e-15
5389 -8.11160579172395e-14 -3.66869028808351e-15 -5.74186243169894e-16 5.74101284581433e-16
5390 -8.88975511914634e-14 1.22952611582129e-14 -2.00894690853258e-14 2.00893841304779e-14
5391 -8.89271355643827e-14 3.24184328420284e-14 -4.44966285298658e-14 4.44965435764381e-14
5392 -7.86611076492633e-14 5.27316616005969e-14 -6.64983305003534e-14 6.6498245545751e-14
5393 -5.80545600787676e-14 6.8224442175459e-14 -7.88149614982047e-14 7.88148765404879e-14
5394 -3.00132064093075e-14 7.45601126339693e-14 -7.68288606582861e-14 7.68287756967805e-14
5395 5.27760137324153e-17 6.96742873741411e-14 -6.04495934671637e-14 6.04495085025734e-14
5396 2.55204389707101e-14 5.46625181698079e-14 -3.44915951848688e-14 3.44915102188958e-14
5397 4.03558599117069e-14 3.36190736355282e-14 -7.36398355020195e-15 7.36389858484028e-15
5398 4.08989027375139e-14 1.24684766959822e-14 1.15350121016581e-14 -1.15350970648906e-14
5399 2.70742153665254e-14 -2.81101321681258e-15 1.48647623815526e-14 -1.48648473421845e-14
5400 2.62193852631319e-15 -7.96999594648708e-15 -1.8882659576628e-16 1.88741636951049e-16
5401 -2.57732038828775e-14 -1.69422989386409e-15 -3.08529365020194e-14 3.0852851543157e-14
5402 -5.02462863621473e-14 1.41252271014643e-14 -6.94770197135359e-14 6.9476934752132e-14
5403 -6.39305726290583e-14 3.50853109217141e-14 -1.05787323312163e-13 1.05787238345632e-13
5404 -6.29369646313732e-14 5.56379029821023e-14 -1.29960857649902e-13 1.29960772676013e-13
5405 -4.75617256326379e-14 7.06490751524481e-14 -1.35538768445125e-13 1.3553868346225e-13
5406 -2.2350865527303e-14 7.66592807513931e-14 -1.21269416450377e-13 1.21269331457525e-13
5407 5.04174125743065e-15 7.25110825482487e-14 -9.13343678072375e-14 9.13342828039343e-14
5408 2.59291292792042e-14 5.92631796174129e-14 -5.39388673129782e-14 5.393878229911e-14
5409 3.30501907668676e-14 3.95537989391977e-14 -1.87646278003334e-14 1.87645427760125e-14
5410 2.2727744152291e-14 1.67240893467946e-14 5.88098379913339e-15 -5.88106883364372e-15
5411 -3.90880630106644e-15 -5.97823463714951e-15 1.533179815926e-14 -1.5331883203593e-14
5412 -4.10328199673768e-14 -2.59048114474333e-14 9.5923698007822e-15 -9.59245485453516e-15
5413 -7.95877167445211e-14 -4.11786497621283e-14 -7.09304693280581e-15 7.09296186994946e-15
5414 -1.09735625415596e-13 -5.06359444070033e-14 -2.78824010732904e-14 2.78823160013941e-14
5415 -1.23596945523579e-13 -5.37112570336403e-14 -4.55813589102247e-14 4.55812738289414e-14
5416 -1.17469644333602e-13 -5.04126395418206e-14 -5.47503458304539e-14 5.4750260738952e-14
5417 -9.28435645798153e-14 -4.14319155264085e-14 -5.30433352610379e-14 5.30432501580679e-14
5418 -5.58790313466563e-14 -2.83129573188592e-14 -4.14495060560586e-14 4.14494209401629e-14
5419 -1.55024894735571e-14 -1.35186678909606e-14 -2.34857140088654e-14 2.34856288786731e-14
5420 1.92704403732681e-14 -2.37837036355856e-16 -3.71574061709169e-15 3.71565547159102e-15
5421 4.19062548342434e-14 8.13930041222047e-15 1.38462996137826e-14 -1.38463847751045e-14
5422 4.99735617164379e-14 8.80758876274196e-15 2.69020257218993e-14 -2.69021108991171e-14
5423 4.53050600084682e-14 3.90869208766328e-16 3.52472754356926e-14 -3.52473606286916e-14
5424 3.27263027768781e-14 -1.64351146311962e-14 4.03058072929697e-14 -4.03058925017894e-14
5425 1.79017402692506e-14 -3.87959207845864e-14 4.40689517826409e-14 -4.40690370077617e-14
5426 5.16186863525907e-15 -6.20805076427086e-14 4.79011428359556e-14 -4.79012280783826e-14
5427 -3.85160282526838e-15 -8.09567501996836e-14 5.17068899016569e-14 -5.17069751627156e-14
5428 -1.02444142883427e-14 -9.06913670816421e-14 5.38034740277103e-14 -5.38035593085769e-14
5429 -1.6699882807448e-14 -8.83971582937244e-14 5.15613633359531e-14 -5.15614486370518e-14
5430 -2.56575901515024e-14 -7.38230799025292e-14 4.25669047855468e-14 -4.25669901060179e-14
5431 -3.76806149772896e-14 -4.9431047134325e-14 2.58461592920061e-14 -2.58462446294477e-14
5432 -5.07579664737553e-14 -1.97302285907523e-14 2.64932847851818e-15 -2.64941382912605e-15
5433 -6.08778122808114e-14 9.91526242184949e-15 -2.35488542958478e-14 2.35487689367446e-14
5434 -6.36511756728505e-14 3.46196942420925e-14 -4.78829691737719e-14 4.78828838109171e-14
5435 -5.63010176733118e-14 5.10380651619636e-14 -6.54961041838312e-14 6.54960188212144e-14
5436 -3.91567302277467e-14 5.78722772075177e-14 -7.3017842990332e-14 7.30177576305636e-14
5437 -1.59845788930939e-14 5.57604407802632e-14 -6.96034846486476e-14 6.96033992927033e-14
5438 7.0401883976775e-15 4.67134449691457e-14 -5.71805585028703e-14 5.71804731502491e-14
5439 2.33553831189602e-14 3.33936030689915e-14 -3.98365107137897e-14 3.98364253630042e-14
5440 2.82559296547543e-14 1.85188966029339e-14 -2.25783475637357e-14 2.25782622129636e-14
5441 2.04965065940384e-14 4.54300047769561e-15 -9.89144267433427e-15 9.8913573220367e-15
5442 2.64630950197397e-15 -6.41831851435761e-15 -4.5583453803355e-15 4.55826002568744e-15
5443 -1.99157333754175e-14 -1.2576551583673e-14 -7.07201813661292e-15 7.07193277967342e-15
5444 -4.09472698909613e-14 -1.25591092206621e-14 -1.57513987407318e-14 1.57513133823676e-14
5445 -5.54602939581603e-14 -5.68582017719199e-15 -2.74309639909954e-14 2.74308786326344e-14
5446 -6.12037821838298e-14 7.63555608362189e-15 -3.84357799975763e-14 3.84356946408902e-14
5447 -5.8991817907956e-14 2.55982256013492e-14 -4.55180587990077e-14 4.55179734456094e-14
5448 -5.18444216892589e-14 4.50107351156197e-14 -4.65155416001844e-14 4.65154562513954e-14
5449 -4.33896021772086e-14 6.17900829982456e-14 -4.06436967000133e-14 4.06436113567216e-14
5450 -3.62526878663221e-14 7.19034695844091e-14 -2.84789633907048e-14 2.84788780533142e-14
5451 -3.11233630239936e-14 7.25246658176605e-14 -1.1767458763387e-14 1.17673734318478e-14
5452 -2.68648731139986e-14 6.30340244998104e-14 6.82089402227967e-15 -6.82097934837343e-15
5453 -2.15558029534834e-14 4.54847123579629e-14 2.39564331616623e-14 -2.39565184829303e-14
5454 -1.39338311170317e-14 2.42955734850853e-14 3.59916031743971e-14 -3.59916884915212e-14
5455 -4.52177436598051e-15 5.1720968778112e-15 3.94834569331866e-14 -3.94835422467968e-14
5456 4.15578151886708e-15 -6.47891897529341e-15 3.19476953763338e-14 -3.19477806869821e-14
5457 8.45692642034872e-15 -7.17917656183782e-15 1.2752661676771e-14 -1.27527469850218e-14
5458 5.29014452547858e-15 3.4649480498155e-15 -1.61111902559e-14 1.61111049492713e-14
5459 -6.15214971243592e-15 2.24842944057848e-14 -4.97581070417109e-14 4.97580217354683e-14
5460 -2.34157720921053e-14 4.42924888237777e-14 -8.09561248127447e-14 8.09560395049876e-14
5461 -4.11237293400223e-14 6.22746510780038e-14 -1.01597501258515e-13 1.01597415946622e-13
5462 -5.26558721826849e-14 7.07542924176084e-14 -1.04840633730407e-13 1.04840548411195e-13
5463 -5.25968457253105e-14 6.67323960761012e-14 -8.73353624380083e-14 8.7335277108111e-14
5464 -3.89851144339357e-14 5.08482614936042e-14 -5.07697132963541e-14 5.07696279527362e-14
5465 -1.43919906518822e-14 2.72470513189763e-14 -2.0733677627155e-15 2.0732824031856e-15
5466 1.47243301834569e-14 2.37533285730794e-15 4.8012327083133e-14 -4.80124124595642e-14
5467 4.02619412915278e-14 -1.6945205505926e-14 8.77445008105321e-14 -8.77445862035613e-14
5468 5.55146391668171e-14 -2.55936644141867e-14 1.07792467329959e-13 -1.07792552738197e-13
5469 5.78276470049936e-14 -2.17500270397357e-14 1.04176366365515e-13 -1.04176451786925e-13
5470 4.97770436440561e-14 -7.52250743300528e-15 7.97070571935533e-14 -7.97071426259898e-14
5471 3.83184023493685e-14 1.16180937561555e-14 4.33303758171038e-14 -4.33304612587876e-14
5472 3.21378775806117e-14 2.84639103747952e-14 7.45665460756936e-15 -7.45674005737818e-15
5473 3.8167410777408e-14 3.62895468387667e-14 -1.59393140210856e-14 1.59392285635707e-14
5474 5.85999482005103e-14 3.09911152222151e-14 -1.91875528757758e-14 1.91874674104474e-14
5475 8.95979254192193e-14 1.24646543845488e-14 -1.44853714614759e-15 1.4484516726921e-15
5476 1.22267936381846e-13 -1.52384109250231e-14 3.0998583902852e-14 -3.09986693845929e-14
5477 1.45609536039963e-13 -4.50572673968397e-14 6.68376145074755e-14 -6.6837699997197e-14
