0.0043417274000000 7.3561000000e-16 0.682070 0.533470 5.935000e-22 1.937873 2.316577 0.330112
0.0037343941000000 -2.0297000000e-17 0.104740 0.629240 2.613500e-22 2.767181 2.660877 2.530352
0.0131529582000000 8.8204000000e-15 -0.988050 3.926800 1.515600e-22 1.663844 2.361366 6.112998
0.0039699876000000 -3.3365000000e-17 -0.212540 4.772000 9.941500e-23 0.860058 1.258903 0.592886
0.0045022047000000 1.3540000000e-15 0.031996 4.744600 8.918400e-23 0.661656 1.165852 5.215591
0.0026610293000000 3.2306000000e-17 1.147200 0.009505 9.708000e-23 2.722979 0.910725 2.479654
0.0028695591000000 -4.3640000000e-18 -0.928610 3.885600 1.395800e-23 2.891481 1.949621 4.792163
0.0062057876000000 -2.8732000000e-16 1.039800 6.280500 5.611600e-23 1.520618 2.813911 1.781198
0.0052955094000000 4.0514000000e-16 1.115900 6.083400 1.010800e-22 1.458484 2.238808 2.822675
0.0004639037000000 5.8521000000e-20 0.687150 5.824800 4.695500e-22 0.912164 3.057606 4.838752
0.0097827541000000 4.2655000000e-15 0.768600 5.382900 4.938000e-23 2.737783 0.261804 3.641028
0.0031386229000000 4.4597000000e-17 -0.584420 4.371400 1.840500e-23 2.731751 0.583465 0.409389
0.0090517193000000 -3.1886000000e-15 -0.853120 3.963000 3.382500e-23 0.618409 0.925778 5.984814
0.0030861822000000 3.1552000000e-17 -0.722900 2.321200 4.240000e-23 2.142319 0.956379 1.858900
0.0022225674000000 2.5908000000e-17 -1.016300 2.124500 5.158300e-23 0.241170 1.385349 5.296088
0.0033341192000000 -9.9299000000e-18 1.414100 2.251000 1.246200e-22 1.274712 0.907049 0.760373
0.0023149283000000 -1.1627000000e-17 -0.563030 1.961500 8.345800e-23 1.669709 3.104849 4.931936
0.0024189047000000 1.1142000000e-17 -0.141950 1.671100 2.700400e-23 1.980773 0.857517 4.706798
0.0005542018000000 5.2244000000e-20 0.248660 2.302300 3.418900e-22 2.559304 0.780066 3.825387
0.0013821261000000 3.3793000000e-18 1.309300 5.076200 2.897200e-22 2.568112 1.969142 5.841187
