    1     2  1.555700e+01  1.300505e-01  8.632542e-02  1.984269e-01  3.515358e+03  7.894359e+02  5.785957e+01  1.822437e+01  3.669054e+00  2.699945e+05  2.311200e+01  1.103212e+01  1.714709e+00  9.991729e-01  5.998891e-01  1.187342e+03  3.602218e+02  1.373204e+03 
    1     8  8.145395e+01  1.906463e-03  5.779638e-03  2.629092e-01  2.060018e+01  1.257687e+01  8.109777e-01  1.887826e+01  1.018823e+01  6.795067e+03  4.812152e+00  3.889708e+00  1.154788e+01  1.727476e+01  1.866576e+00  1.374314e+02  4.047100e-02  3.949260e+01 
    1    11  1.213964e+02  3.339396e-04  1.546888e-04  1.684252e-01  8.934345e+00  3.332529e+00  8.450886e-02  7.180117e+00  3.748679e+00  6.359012e+02  3.996856e+00  6.195117e-01  1.587691e+00  1.797547e+01  2.203499e-01  3.450953e+01  1.090485e-03  1.458029e+01 
    1    12  6.993920e+01  8.689873e-04  5.522739e-04  1.286057e-01  1.654707e+01  8.094495e+00  1.739345e-01  2.094878e+01  4.645077e+00  9.628879e+02  3.474502e+00  3.375490e-01  2.912353e+00  4.378993e-01  1.655751e-01  1.695357e+02  1.324183e-01  1.346797e+02 
    1    15  7.469912e+01  2.304304e-03  5.036325e-03  1.102657e-01  2.041695e+01  5.612503e+00  7.164596e+00  2.970275e+02  2.409184e+01  7.773440e+03  3.531817e+00  1.948364e+00  4.669615e+00  4.329163e+00  2.058701e+00  5.831884e+01  1.372163e-01  5.267563e+01 
    1    17  1.788380e+02  2.183879e-04  1.976841e-04  1.727478e-02  3.967533e+00  3.227456e+00  1.861886e-01  6.421992e+00  2.637356e+00  7.550887e+02  1.168925e+00  6.053926e-01  1.965761e+00  3.441767e+00  2.654808e-01  4.251952e+00  1.745572e-03  4.042679e+00 
    1    19  7.012062e+01  3.606029e-03  5.406687e-03  9.025140e-02  2.280234e+01  9.180905e+00  2.356950e+00  2.286724e+01  7.625541e+00  3.768284e+03  1.429755e+00  1.190490e+00  1.588614e+00  1.502392e+00  1.050333e+00  1.078634e+02  3.058427e-01  1.078019e+02 
    1    20  9.099878e+01  1.794747e-03  1.614593e-03  3.718510e-02  5.101388e+00  1.673192e+00  2.374187e-01  1.966191e+01  1.832103e+01  1.415910e+03  9.508599e-01  3.822602e-01  3.578973e+00  1.202612e+00  1.475844e-01  2.283434e+01  1.619925e-01  2.287041e+01 
    1    21  1.249225e+01  8.039475e-01  5.377204e-01  3.435570e+00  3.241384e+04  9.809682e+03  3.196490e+01  3.451945e+02  1.555132e+02  1.571237e+06  1.205470e+01  8.853284e+00  8.663288e+00  7.365605e+00  3.254583e+00  1.708890e+01  5.060596e-02  2.473940e+01 
    1    22  1.222897e+02  1.087124e-02  1.186833e-02  3.868291e-01  1.922104e+01  1.678370e+01  2.092563e+00  5.176097e+01  1.855077e+01  3.138532e+03  3.869705e+00  1.382902e+00  4.858739e+00  6.725390e+00  4.114761e-01  5.688762e+00  1.373961e-02  3.730963e+00 
